,text,people,process,product,system
684,pired sir expired i mean but i right yeah tommorrow fifteenth of june,0,0,1,0
685,piry of the policy my policy expired OK K now it is Three years already then Third party why overcome.,0,0,1,0
686,please provide me the claim number so that i could check the details over here claim number i don't have i have policy number,0,1,1,0
687,please put the maximum i d v value maximum i can give lastly will have thirty thirteen lakh eight,0,0,1,0
688,plus cover policy yes yes it was a add on cover right but that add add on cover is,0,0,1,0
689,policy and i found there was a mistake in nominee name,0,0,1,0
690,policy document up you know basically the mediclaim policy don't have a policy documents sir. you just have a health card.,0,0,1,0
691,policy documents that's the reason we are unable to send you the doc however OK. you just have to.,0,0,1,0
692,policy here. OK yes yes the claim will be processed within Four hours from OK the maximum time is.,0,1,0,0
693,policy like bumper to bumper or normal comprehensive policy it's bumper to bumper and,0,0,1,0
694,policy like the covers dicease illness it will cover all all the illness and sickness are,0,0,1,0
695,policy number is,0,0,1,0
696,policy number is wrong when when whenever it i given site number correctly sir,0,0,1,0
697,policy number ok hear it is double nine one four nine double nine one four nine one eight,0,0,1,0
698,policy number please check it with vehicle registration number yeah yeah no problem help,0,0,1,0
699,policy number with you right Amita Gupta is also there so I I I ac I,0,0,1,0
700,policy ok when when the once policy verify you will start to register that sure may I know the policy number of the regis,0,0,1,0
701,policy ok your policy generated i don't know what what happened i just paid the amount and it got that has an verification,0,1,1,0
702,policy online sir you have to visit our nearest branch to renew the policy o so what is the renewal mean we can not renew haa,0,0,1,0
703,policy personal liability how much is the money sum insured sum insured is,0,0,1,0
704,policy so how much sum insured you are looking for a a what are the cov cover,0,0,1,0
705,possible mam to change in your correction in passport copy name and why not today,0,0,1,0
706,postman detail just vishnu shankar communication details,0,1,0,0
707,pre authorization form for this or how does it work yeah you are going for cashless,0,1,0,0
708,pre existing disease are covered after three years after if there any pre existing disease to any member,0,0,1,0
709,pre previous policy expiry date yeah fifteen six two thousand nineteen,0,0,1,0
710,premium amount is four four seven zero lets proceed so in that a let me check,0,0,1,0
711,premium amount jo aayega eight lakh sixty one thousand fifty seven rupees amount,0,0,1,0
712,premium amount just be with me just be with me naa sir ok,0,0,1,0
713,premium amount sir we we are not able to show the online status of dealer,1,0,1,0
714,premium amount which is coming they they are charging almost one point five times of that,0,0,1,0
715,premium policy ok can you just provide me the policy number a policy number,0,0,1,0
716,premium yeah allow me a moment yeah your premium amount for the current year will be seventeen thousand and,0,0,1,0
717,premium your actual renewal yeah yeah yeah that was i am asking that was i am asking yeah yeah just give me one minute i am calculating your,0,0,1,0
718,previous policy but in the current year you are getting about fifteen lakhs ok ok in the case of an accident of,0,0,1,0
719,previous policy so you are eligible for twenty percent of no claim bonus for the current year ok,0,0,1,0
720,problem is there that's what i will yesterday onwards i was trying from net connectivity problem otherwise there is no issue,0,0,0,1
721,proceed then come in a premium summary ok ok i will need to pay five ok ok,0,0,1,0
722,proper right haa you see proper id i mean who is providing you nil dep add on cover benefit,0,0,1,0
723,property damage cover personal accident to owner driver which you are eligible above two lakh in your,0,0,1,0
724,provide zero dep add on cover benefit only minimum three year or maximum five years age of vehicle,0,0,1,0
725,purpose ok and the printing mistake is also there mister Neerja it is given misses Neerja,0,0,1,0
726,quotation i haven't receive and this call is it chargeable call or how it is,0,1,1,0
727,quote ok let me ch yes please actually i don't have the quotat,0,0,1,0
728,quote so you can't you are not getting a owner driver personal accident ok that is the reason the amount little bit high,0,0,1,0
729,r t o location is karnataka current i d v value is four lakhs seventy seven thousand eight hundred and forty three rupees,0,0,1,0
730,reason for delay Ok OK thik  hai so i have to call again tomorrow right when whenever give this to the authorized,0,1,0,0
731,reason why you want to cancel the policy? yeah because I got a quotation for the.,0,1,0,0
732,receive it has Not received. Fine. I am not denying that. That's the reason you people request for a soft copy right.,0,1,0,0
733,received a message saying that there are documents which are pending to be uploaded for this particular claim when I spoke to the.,0,1,1,0
734,regarding something of the back bumper and all they said yes we can do it this can be done this can be done,0,0,1,0
735,relationship spouse right spouse yeah ok ok the premium amount is,0,0,1,0
736,renewal need ok of my vehicle actually got expired no,0,0,1,0
737,renewed in the couple of days only now and if you please don't give me any discount and then what is the use,0,0,1,0
738,request number. service request number. OK. One Nine Five Yes Seven Zero Three Yes.,0,1,0,0
739,request wait for One hour. within One hour your claim will get processed. OK but my the other question you have not ans.,0,1,0,0
740,requesting i am online only i haven't receive have you send it to correct email i d v i v e k,0,1,0,0
741,required four hours but our cashless team will not take more than Four hours within.,0,1,0,0
742,rest of the amount right yes thirty percent if the company pays seventy percent the thirty percent that I need to pay to that,0,1,0,0
743,"right all those things were not working. Ok. Ok. So that is the reason na I am just calling you. So, how to go about?",0,1,0,0
744,right now just open your email i d so any type of correction any type of,0,0,1,0
745,right ok how many times  can i claim that .Twice a year. Twice in a year. So Twice a Year i dont have to bear only you have to.,0,1,0,0
746,right ok so if want to renew this policy you have to visit our nearest branch to renew this policy,0,0,1,0
747,right right ok mam yet in the system the claim did the same is not reflect,0,1,0,0
748,right yeah i mean i received a message and a email for that sir sir may i know but where i go in the name,0,1,0,0
749,s three eighty one three lakh eighty one ok and what was the premium,0,0,1,0
750,s why no no it will be ok sir you can proceed eleven thirty four this mail not opening just for,0,1,0,0
751,sadashiv nagar bangalore five six zero zero eight zero Karnataka ok to yeh karke mere ko mail bhejiye,0,1,0,0
752,same number ask for my name my name is Sadashiv i will definitely help you sir ok yeah will i get a will i get a print out of the payment,0,1,0,0
753,same policy comprehensive policy ok add ons i didn't get man no sir add on you did not get,0,0,1,0
754,sapp number also ok my system is showing that email has been successfully sent the mail i d will be,0,1,0,0
755,scussion with them they registered a claim but i have not taken any claim but i saw the value of,0,1,0,0
756,se also so why so much even eve even if i add that if i add that if i minus that,0,0,1,0
757,selecting seven thousand five hundred slap so you will get the five hundred rupee discount but at the time of claim you have to,0,1,0,0
758,self self I yeah the problem is a there was a agent call me for verification but i was on unavailable because of my office,1,1,0,0
759,send by post on Twenty Fourth April  but still I did not received yet. OK sir.,0,1,0,0
760,send me the quote for how much will be for two years now i will just take it directly for two year ok sir i will just send it you for two years also,0,0,1,0
761,send us the detail or the procedure time regarding from our side and the date start.,0,0,1,0
762,send us the final bill haan haan when we receive final bill within Four hours your claim will get processed. OK.,0,1,0,0
763,send you the link regarding that extra requirement for charge but you have not pay the payment the amount we have not. no I didn't get the payment link,0,1,0,0
764,sending me a link to the payment yeah i am sending yes yes yes ok do that,0,1,0,0
765,seven five double mail I D send the mail I D is account,0,1,0,0
766,seven nine one nine one nine and your email i d sir eamil babu babu nineteen eighty two,0,1,0,0
767,seven point fifty lakhs rupees third party death or disability as per common law ok,0,0,1,0
768,seven working days already over.But till now i could not get my money. Can you check the details actually i.,0,0,1,0
769,share any details because privacy of the claim of the policy.Mam I am not asking for the money I am just asking for the letter I dont think there is any privacy.I am telling you the amount,0,1,0,0
770,share that link ok. Ok ok Please be on call i have to calculate it again. Why why Once,0,1,0,0
771,she already sent me a payment link to my registered the email id and we made the payment. we made the payment on that.,0,1,0,0
772,should contact them and i have to pay them online or i can pay some cash sir you can pay was of cash only sir,0,1,0,0
773,should i do about that. Mistake in the gender so you want to do the changes in policy.,0,0,1,0
774,show so previous year you just tell me how much N C B you will get,0,0,1,0
775,"sir Tulsidhar. May I know. Okay na madam. Sorry for the inconvenience, May I know the service request number again?",0,1,0,0
776,sir and reliance provide or a bumper i mean add on cover benefit only,0,0,1,0
777,sir every one is not that much. of that is very True but why why should they have a policy copy?,0,1,0,0
778,sir ha but they are asking for this premium for this i d v value in the they are ask,0,0,1,0
779,sir i don't know why they have return like that i will get it revise and re-submit it to after after reimbursement you no problem man.,0,1,0,0
780,sir i would ah request you to provide me a time if i if i won't provide ah men,0,1,0,0
781,sir may I know the reason why you want to cancel the policy sir? because I am getting the I got a.,0,1,0,0
782,sir may i know why are you not going for the comprehensive policy what is comprehensive licy,0,0,1,0
783,sir no because the net premi is three three two eight is there net premium haa and after in the,0,0,1,0
784,sir no not car dealer i got it from online sorry you got it from online that's what i am,1,0,0,0
785,sir no not root canal and all if it is very critical for you that thing i asking to very serious,0,1,0,0
786,sir ok ok mujhe aap third party first party or nil depriciation,0,0,1,0
787,sir ok sir within five minutes not even yesterday i have called but there is not yet coming,0,1,0,0
788,sir ok you made any claim previous two thousand fifteen i mean two thousand fifteen to no,0,1,0,0
789,sir this is comprehensive policy sir may i know why do you want to go in hello no i don't have much money then,0,0,1,0
790,sir value of the previous quote was how much four four seven zero the previous last,0,0,1,0
791,sir wait a minute i can try that a yeah check you should know this first the car is,0,1,0,0
792,sir wait a minute last year the premium was of four thousand one forty five and what all cover you are talki,0,0,1,0
793,sir we are just will i get we can only inform you sorry i am just asking yes will i get a nill dep,0,1,0,0
794,sir we haven't received that documents so query won't been raised and they have rece.,0,0,1,0
795,sir we want a check as the photo of the cheque in which the name of insured is mention. I mean,0,1,1,0
796,sir yeah i also send me all the plan and if i want to go with the full would i will connect,0,0,1,0
797,"sir you can visit over actually you are calling. There is nobody there it 's a lock ,your branch is locked.",0,1,0,0
798,sir you paid six thousand four hundred thirty two rupees last year ok yeah what did,0,1,0,0
799,sir you will get the discount by our two wheeler team but in this car this is comprehensive,0,0,1,0
800,six lakh one thousand two hundred thirty one rupees ki jo premium amount aa rahi hai twenty two thousand nine hun,0,0,1,0
801,six rupees ok valid and the policy that i am providing you is a zero dep policy,0,0,1,0
802,six three is the i d v value know sir means minimum i d v value of your vehicle is one lakh,0,0,1,0
803,six two four two ok ok but last year also i had paid the same almost yes,0,1,0,0
804,slash Six Zero Six Two may I know it which claim number it is sir? ah this is I am calling from Bhatia hospital they have sent a reliance.,0,1,0,0
805,so Four hours waiting means is just too much for the patient see. right mam I understand.,0,1,0,0
806,so company will pay hundred percent over there sir ok ok if this is the normal comprehensive policy,0,1,1,0
807,so for the current year the premium amount is fifteen thousand nine hundred and five rupees sir,0,0,1,0
808,so i am calling you to intimate the claim you don't have the right to tell me to go somewhere else ha and if you do tell me i have the right to refuse it and you have,0,1,0,0
809,so i am not getting no claim bonus so there is no point i will go for a third party sir you didn't got your,0,1,1,0
810,so i am trying to transfer it in to my name now yeah ok a sorry i am trying to trans,0,1,0,0
811,so i disconnect the call.,0,1,0,1
812,so i thought it got disconnected no sir no it was right ok no sir it was kept on mute sir hello,0,0,1,0
813,so i will just connect you with the executive they shall give you a call within five minutes may i know your name Varshini,0,1,0,0
814,so is the earlier online received a card that you know and what is that for each electronic and blast courage how much,0,0,1,0
815,so it is once it's disconnected then they don't actually they don't call back. So sorry Sir for such incon,0,1,0,1
816,so its beneficial for you to renew this policy today actually the problem is some net,0,0,1,0
817,so on phone I can not send you the details so that the only garage person tell you na the what problem is there,0,0,1,0
818,so refu so this cheque should be the checque from which be a the amount was paid.,0,1,0,0
819,so that i will look forward and i can't no no no no i can't provide you the renewal notice i can provide you the renewal,0,0,1,0
820,so that this document which has been sent to you was already sent Four hour before. why do you want the same document again?,0,0,1,0
821,so that's why this pa we have i i haven't received any link from your side the only,0,1,0,0
822,so the claim with the garage an acciden ok ok the a normal reference you will get that you had called us.,0,1,0,0
823,so what is the process of renew it sir first process i will send an quotation on your email address,0,1,1,0
824,so where he says from his side all documents are have been uploaded so can you please tell me,0,0,1,0
825,so why then why should you ask for photo card photo identity card what what are all things.,0,0,1,0
826,so will it come with any any N C B bonus yes you will get the N C B bonus,0,0,1,0
827,so would like to tell you that you have made claim last year right are no that's what i am saying i didn't made the claim i registered a claim,0,1,0,0
828,so you can easily renew this that's why but i want this what is to,0,0,1,0
829,so you can put up that and submit there accha same procedure from the same link i can do yes,0,1,0,0
830,so you have to send the passport documents to us mail us ok mam why do i need to send you pass.,0,1,1,0
831,so you have to yeah we are providing the twenty five percent no claim bonus as well ok after giving the maximum distent the total premium whold be three thousand nine hundred and twenty seven sir,0,0,1,0
832,so you will get the cover appear to owner driver if any unfortunate incident happens nominee name is Mini M I N I,0,0,1,0
833,someone giving methree two double nine three two double yeah what is the I D V value you are putting over there,0,0,1,0
834,soon as possible OK. ha ha so if I do it on Monday you think there is enough time to cancel it?,0,1,0,0
835,sorry i am just asking for the min if you pro can you provide me some discount on this it's of,0,0,1,0
836,sorry.Why cant you tell me? I am just asking a simple question how much? Right sit.,0,0,1,0
837,"stand why it is like this? Sorry for that inconvenience. Yeah, can you can you pull up my details? I will give the",0,1,0,0
838,standard and silver plan ok and in gold and platinum plan you will get two hundred us dollars,0,0,1,0
839,status somebody else can you tell me who is the person who had you know like given me the information.,0,1,0,0
840,still paying there has to register means you are telling that already had paid the amount and you had not received a sof,0,1,0,0
841,stration number of your vehicle and previous policies with other company yeah it's H D F C go,0,0,1,0
842,successful no no it is not proceeding ok i am i am i am clicking on pay and it is not proceeding at all rather it is showing me that this,0,1,0,0
843,suppose if i thought to Renew this Policy any moment of the online i could not i wil not be in position to do that,0,0,1,0
844,sure why it is still pen how many days I should wait for my vehicle it's an already ten days.,0,1,0,0
845,system is not allowing to provide you that add on cover last time it was given to you but the this,0,0,1,1
846,ta this call was getting re,0,1,0,0
847,take has happened. I saw this one by eight thirty night and I tried to call because you know it was,0,1,0,0
848,take quote just help just tell me your new india insurance policy number number na yeah its seven,0,1,1,0
849,take the claim. I hope you will recover soon. thank you very much. will you also please take my.,0,1,0,0
850,taken wrong i have taken no claim bonus i give you another twelve thousand rupees what you are talking about,0,1,1,0
851,tal loss or in case of theft the i d v you will get the coverage of i d value,0,0,1,0
852,"talk To you sir that's very impotant.Ok. now I have called up, Rgarding renewal because",0,0,1,0
853,talking about sir branch no no i am talking about dealer only dealer is asking this much no sir,1,0,0,0
854,tatrya yeah it is Reetesh Tatrya Hulle. may I know the number from you are calling? yeah it is my alternate number actu.,0,1,0,0
855,technical reason our system is a bit slow to bit slower today so can i give you a call back af,1,0,0,1
856,ter Mohit sharma right yeah that's me ok and that this policy is already expired on twenty,0,0,1,0
857,ter the claim and they will further poll garage will wait for the surveyor to come and they after that they will regis,1,0,0,0
858,terday ok ok and I want to cancel that policy.,0,1,0,0
859,thank you do i need to fall of the inspection or somebody gonna do that after making payment they will contact,0,1,0,0
860,that OK OK then thank you so much. thank you is there any other assistance may I help you miss Shilki?,1,0,0,0
861,that is a two hour stack within claim will get processed madam I am here since last now Twelve O'clock.,0,1,0,0
862,that is for yesterday that's why that's why ok fine yeah yeah just check the mail sir,0,1,0,0
863,that is mandatory correct this is mandatory from i r d i,0,0,1,0
864,that is the effect ok so from my end just now i am sended the payment link on your email i d you,0,1,0,0
865,that li yes just close that link and again click on the let's proceed ok again click on the let,0,1,0,0
866,that the reason i am asking if it's cover second fact yes sir sir it would be covered secondly,0,0,1,0
867,that the soft copy on your mail i d o so ok ok and will i get a hard copy to my address,0,1,0,0
868,that time my office is very far from my home ok so he he cancelled tha verification i got a message of cancellation,1,0,0,0
869,that was because i had made a mistake in is date of birth subsequently i made one more policy,0,0,1,0
870,that yesterday i try waited for ten minutes right now sorry,0,1,0,0
871,that yet. no not yet because I want to first cancel this. sir as per I R D A.,0,1,0,0
872,that you mean already you done the payment but the policy was not generated after inspection you policy,0,1,0,0
873,that you want to they will send you the link and for sending the link they will also send an S M S.,0,1,0,0
874,"that's why i am calling you, just give just give me a moment sir sir are you online? Yeah Ok. Yeah yeah, sir the flight got delayed right?",0,1,0,0
875,the benefits you are getting in your policy so just give me some time ok sure sure yeah so you com,0,0,1,0
876,the claim and and this is a cashless thing i am going for they have asked me a query which I am not able to unders,0,1,0,0
877,the discount from my side ok if you are comfortable to make the payment today itself because before the discount that i will,0,1,1,0
878,the final discount yes yes sir nothing so it's ok then let me povide,0,0,1,0
879,the hospital that you have a insurance and you are going cashless cash we will do we will do that.,0,1,0,0
880,the intimation via S M S ok for further details i will be getting intimation throgh S,0,1,0,0
881,the liability premium is increases ok from the i r d a so today,0,0,1,0
882,the mail at that time they will be receiving a auto generated email in that message I D will.,0,1,0,0
883,the name of surveyor is Pankaj Kumar ok yes and he is,1,0,0,0
884,the new policy you are buying so once we received that our email team will revert.,0,1,0,0
885,the other company insurance companies are giving me thousand rupees less but i am not going wiht them,0,0,1,0
886,the others policy number i will tell you for the Unicorn bike a for that you only call me oK,0,0,1,0
887,"the policy sir. I I think you are not listening, I I know that is a expired policy. I just.",0,0,1,0
888,the policy the things which is not covered in this policy drink and drive is not covered,0,0,1,0
889,the premium amount is four four seven zero yesterday the link was sent to me the link is down now i am unable to pay,0,1,1,0
890,the premium can you please provide me all the details ok i will just like that online,0,0,1,0
891,the price is six thousand five hundred and thirty one rupees yes i got it through online the premium is ninety,0,0,1,0
892,the process or if there is a damage to your engine your engine is covered for ninety five percent only,0,0,1,0
893,the quote i will send it on your mail i d you just make a payment after making payment within forty eight hours,0,1,1,0
894,the renewal near it's over so second year renewal premium how much it will be i want to get the information from you,0,1,1,0
895,the same number you just call me yeah same number you can send yeah correct ok right now i am send it ok you can,0,1,0,0
896,the same thing yes sir we have received it Two ah Two Thirty Nine the query document.,0,0,1,0
897,the that's number sir right now you just call me yeah nine zero eight zero nine zero nine seven nine eight,0,1,0,0
898,the vehicle to survey. OK so yeah so I need to claim that.,0,1,0,0
899,then I would re should be provide a cheque also scan copy of a cheque with policy holder name.,0,1,1,0
900,then also it will be sum around thirty nine thousand five hundred around that be online,0,0,1,0
901,then i can go i did not renew with you i can go look for somebody please give me one minute,0,0,1,0
902,then i withdrew my claim but the surveyor didn't prosses my document have i got any claim amount just see,1,1,0,0
903,then what discount can i get now i am i am waiting for some dis,0,1,1,0
904,then you will be refunded the amount according to the proutter ratio.,0,1,0,0
905,there is a mismatch. So I am calling you and saying OK Please tell me what is the mismatch you are seeing.,0,1,1,0
906,there is i have a four thousand on that but unfortunately i am not in the station that's why no i am not to pay a,0,1,0,0
907,there is like our management is updating the things on the website if you are checking on the website making any,0,0,0,1
908,there is no claim and all. sorry for the inconvenience miss Gausia actually. can you tell me no no no sorry you can tell me who had,0,1,1,0
909,there is no comprehensive that's what i have some question is that will you pay the thirty percent will be take directly to them i just need to pay the,0,1,1,0
910,there is no response from your side. so I disconnect the call. There is no response from your side.,0,1,0,1
911,they can raise a request regarding the same Sir. Ok. Teek hai. Anyway I will send a mail and even I will give a call back from my another mobile also.,1,1,0,0
912,they have mailed us or the message I D. email I D would be T P A desk at the rate D L K hosp.,0,1,0,0
913,they have mailed us today.,0,1,0,0
914,they said we will call your representative and get it done ok after two two days,1,0,0,0
915,thing amount of this thing coverage thousand us dollar sir upto thousand u s dollar,0,0,1,0
916,thing right that for this much in the this much of us dollars is covered everything yes sir you will get it,0,0,1,0
917,things I have to cancel my policy ok while i have gone at and raised the request,0,1,0,0
918,third party a amount and other amount and all not mentioned here and i told that you know the person who,0,0,1,0
919,third party or thirt policy third policy haa wait a why minute i am calculating why can't you make it comprehensive i don't want to cover somebody else,0,0,1,0
920,third party policy we are unable to do any thing or any unable to give you any dis,0,0,1,0
921,third party proper damage will be covered up to seven point five lakh and third party liability means,0,0,1,0
922,thirty dollars no if i have to gone through surgery or somthing like that yes sir for undergoing surgery will get the claim,0,1,0,0
923,thirty one thousand and the premium will be near about eight thousand please visit the branch,0,0,1,0
924,"this Does not exist in the in the email number one, And number two number two, There are other companies which are offering lesser premium than your company.",0,1,1,0
925,this benefit ok there is no capping an in room rent we will provide you the hundred percent claim at,0,0,1,0
926,"this call. You want me to disconnect, you disconnect. I can't disconnect from my side",0,0,0,1
927,this month ok twenty seven haa if i see i if i see through app it is showing some seventeen thousand to renew,0,0,1,0
928,this policy expired on third july right yeah it is going to expire on third jul,0,0,1,0
929,this type of cheque is coming and we are dealing with so many insurance from me so that 's why i am telling you,0,1,1,0
930,this year our system is not allowing us to make like give you the add on cover but i would like,0,0,1,1
931,thousand seven hundred se seventy four can i keep that a i think that would be a bit higher,0,0,1,0
932,thousand six hundred rupees if you are comfortable to make payment today it else sir i will just try to make,0,1,0,0
933,three lakhs seventy three thousand fifty four rupees ke liye jo premium aa raha hai eighteen thousand four hundred eighty eight rupee,0,0,1,0
934,three thousand five hundred if they are providing you naa sir they will given you hidden discount that is,0,1,0,0
935,through mail yes you will but my email i d of the policy holder is to in blank,0,1,0,0
936,"through that so we, are we liable to pay or only we should pay through the court or likewise you don't have to pay mam",0,1,0,0
937,through the page where people buy this policy it 's mentioned there is no documentation it,0,0,1,0
938,"ti AXA General Insurance, which is an Insurance company only. I have already sent a mail with a case study that Rat bite is an",0,1,0,0
939,time because a i r d i r d i have no yes i r d a i was going to revise from seventeen no,0,0,1,0
940,time sir that time it will get cover yes sir yeah it will get are you sure about it yes sir but at are you,0,0,1,0
941,tion proper quotation you have yeah yeah i just pay right now write the email ok sir no issue no issue but,0,0,1,0
942,tly the hospital sends the preauth regarding but if you are going for reimbursment you have to,0,1,0,0
943,to be claimed. nothing else apart from that you have to send all the documents you have to send all documents even for a medical.,0,1,1,0
944,to disconnect this call. as there is no response from you I have to disconnect this call. thank you for calling to reliance,0,1,0,1
945,to disconnect this call. if there is no response from your side i have to disconnect this call. Hello hello hello.,0,1,0,1
946,to know the claim status ma'am right so yeah right the number take the claim number from,0,1,0,0
947,to lakh in your previous policy but in the ca currently you are getting about fifteen lakh in the case of an accident of,0,0,1,0
948,to me so i would like to understand why have i been charged fifteen hundred two thousand for this,0,1,0,0
949,to renew but the link is not working so you have to send me the insurance,0,1,1,0
950,to the while sending us the documents you have to mention that service quest number. OK.,0,0,1,0
951,to there is no claim can be given because of i have taken a wrong no claim bonus ok i am saying,0,1,1,0
952,to tubes and tyres or consumable item you have to pay for that only nothing else sir just,0,1,1,0
953,tomorrow compressor I they haven't give me a claim number yet.OK you haven't receive.,0,1,0,0
954,"too busy. I overlooked that. I could not renew that. Right. Ok. So now, you know I in fact, I realised this only",0,0,1,0
955,towed. So they asked me the details. I gave them. They said somebody will call. But it's been more than fif,0,1,0,0
956,trace your policy and they can only tell you the premium amount and everything because online the policy there will be no,0,0,1,0
957,traveling doesn't matter but if something happened to them like at the time of accident incase of,0,0,1,0
958,travelling so from office there was a confusion for this another policy OK sir will buy.,0,1,0,0
959,trust on Anil Ambani. Already you know the trust is gone. Now they they really you know the Reliance is doing  like  this means no I will not I will never buy the Policy again.,0,0,1,0
960,trying to a do a name transfer in the po in the existing policy ok,0,1,0,0
961,twelve hundred eighty three rupees and this is what i requested ten times when i have not taken any,0,1,0,0
962,twenty eight thousand seven hundred and sixty six rupees yeah have you made any claim in a during the year,0,1,0,0
963,twenty six rupees right sir it is a regular depreciation ya kya hai,0,0,1,0
964,two changes in your policy so that's why the premium not so much decreasing,0,0,1,0
965,two eight thousand fifty nine rupees you discount six hundred sir thik hai what,0,0,1,0
966,two hours only they will process the claim. you think so OK and they will intimate back the hospital right.,0,1,0,0
967,two lakhs per passenger will be covered up to two lakhs as per sitting capa ok next one is liability to,0,0,1,0
968,two seven a two seven double zero but in my system is showing also you paid a,0,1,0,0
969,two seven yeah i got a message from another private agent ok,1,1,0,0
970,two six nine nine also already amount paid sir ok what's the amount you,0,1,0,0
971,two six ten nine naa two six nine nine no no that the amount you paid naa two six,0,1,0,0
972,"two thousand five hundred, when you have mailed that, i have mailed you four days back",0,1,0,0
973,two wheeler insurance yes but the claim is showing from eighteenth June.,0,1,0,0
974,ty thousand one hundred seventy eight rupees you are getting voluntry deductible amount discount seven fif,0,0,1,0
975,um hm you want a bumper to bumper policy if it possible to provide the bumper bumper,0,0,1,0
976,unnamed passenger cover that is chargeable for the five hundred and owner driver cover for the,0,0,1,0
977,updated list yeah. OK may I know your policy number mister Lan. yeah the policy number is.,0,0,1,0
978,upload the bill directly on to the server or do i have to hand him over the bill sir you can upload this document to our webs,0,0,1,0
979,want to see I just send this policy copy on your email I D as well on,0,1,0,0
980,want to till he had not get yet paid. no I have not paid. not worry I will highlight.,0,1,0,0
981,we can't open it as we are. why? a in given a system to our dealers it is given by reliance.,1,0,0,0
982,we have i have taken wrong no claim bonus ok regarding the no claim bonus may i know the,0,0,1,0
983,we have submitted that original cancel cheque and here is a mail from reliance that we have received a cancelled,0,1,0,0
984,website. It is showing that documents are in pending status and I have missed that cheque also.,0,1,1,1
985,what he sent me through email right hmm yeah proposal mis,0,1,0,0
986,what how much times does it usually take to for the reimbursement once pass once you provide all the documents,0,1,1,0
987,what is the premium amount for the third party policy naa yes sir four thousand four hundred seventy rupees,0,0,1,0
988,what is the what is the problem? sir the final bill that they have the hospital has mailed us the final.,0,1,0,0
989,what is this what is this current what i d v value insured declared value your vehicle's value sir,0,0,1,0
990,what kind of service is this I have been trying to make the policy payment and renewal.,0,1,1,0
991,what will be the amount provided by Ritvik know that that is the final premium amount sir,0,0,1,0
992,what's a message I D with you send? they need One message I D. you have send a discharge form you know.,0,1,0,0
993,whatsapp also ok email is not yet received sir the email I D which is saved here,0,1,0,0
994,when i call this policy baazar team right the policy bazaar people to telling that this reliance annual multi,0,0,1,0
995,"when i renewed my car insurance, I took car insurance then there was some issue with insurance",0,0,1,0
996,"when it lapsed. When it was about to lapse, it was one month before that they called me. Ok",0,1,1,0
997,when you raise a request for a claim that number has been generated from my end. that.,0,1,0,0
998,where again i made a stupid mistake of in writing the gender correctly he is a male member i wrote.,0,0,1,0
999,where is the something chalo he is replying to me incomplete way how am I suppose to?,0,1,0,0
1000,where standard plan is also holding loss of passport total loss of checked in package delay of.,0,0,1,0
1001,which is also due to be renewed by nineteen of june now this one are renew this on a bike,0,0,1,0
1002,which you are getting in your policy own damage cover basic liability cover third part,0,0,1,0
1003,while asking for the discount amount only just got the different I don't know what to ok so you got the quotation,0,0,1,0
1004,while opening that O T P na that other link has not seen now where i don't know ok what do you do sir may be the,0,1,0,0
1005,who can give me that benefit hello yes please yes sir that add on cover is only eligible for three to five,0,0,1,0
1006,why should we pay a thousand rupees more mm here boliye sir,0,1,0,0
1007,why should you ask. OK for the identification of the person who is mailing. identification the person is mailing from his mail I D that is a major major identification for them.,0,1,0,0
1008,will pay for it yeah like you don't have to worry about it no no no if there is any damage occured due to my neg,0,1,0,0
1009,will process it and give you a link to which and do payment OK but today I got a mail that it can not be processed.,0,1,0,0
1010,within Four hours your claim will be processed. Four hours from now so I have to stay in the hospital for Four hours ha.,0,1,0,0
1011,word with Ahmad. Ahmad OK. so my yeah claim number claim reference number is Three Double One,0,1,0,0
1012,wrongly no claim bonus taken when i am saying i told Himanshu also three times you prove me ki,0,0,1,0
1013,ximum discount so your premium amount premium amount of the year is seven thousand,0,0,1,0
1014,yeah I have the email but I am not received the email and that it is also.,0,1,0,0
1015,yeah I won't take any discount OK yes if you want to help from my side no you have to help me with the details,0,1,1,0
1016,yeah OK and also can I forward with the document of my policy document.,0,0,1,0
1017,yeah are u doing right now payment sir so k no no nahi nahi right now i am so i have some busy,0,1,0,0
1018,yeah because if so there won't any conclusion because I have asked the policy to coming to back.,0,0,1,0
1019,yeah credit card is there ok i will take credit card,0,1,0,0
1020,yeah double eight four eight four two five three one double eight four eight four two five three one five ok can you help me with the mail i d,0,1,0,0
1021,yeah i am calling for register my claim i called to anyone the call got disconnected me like,0,1,0,0
1022,yeah i want to make the changes and why is it not possible if it is online and if it is so instant it wasn't.,0,0,1,0
1023,yeah i want to renew my car insurance ok can you just provide me the policy number sir,0,0,1,0
1024,yeah i was in contact with a someone in from there someone starting from name S so they were gonna renew my ins,0,1,1,0
1025,yeah mean settlement dot com a no no sir actually you see,0,1,0,0
1026,yeah ok no problem sir may I know why you intimate the claims so late be,0,1,0,0
1027,yeah other mails are coming why this mail has not coming sir i have already sent it but I am not as morning also told,0,1,0,0
1028,yeah sir that is a third party insurance sir you are checking on third party quote,0,0,1,0
1029,yeah so what you want to know about cashless sir? OK so about cashless I want to know that the hospital which is there on the..,0,1,0,0
1030,yeah the request number. yes ah request number just note it down yeah tell me. One Nine.,0,1,0,0
1031,yeah third party property damage covered seven point fifty lakhs and third parties death and disability,0,0,1,0
